action,action_family,artifacts,base_objective,cell_id,cold_render_max_abs,counter_scope,donor,extra_cell_render_evaluations,family,forward_evaluations,gradient_evaluations,immediate_gain,immediate_objective,iterations_run,lpips,magnitude,ms_ssim,n_gaussians,position_activity,position_coherence,predicted_gain,proposal_seconds,psnr,recovered_gain,seed,selected_iteration,shared_case_render_evaluations,smoke,split_min_eigenvalue,status,terminal_objective,total_cell_render_evaluations,total_seconds
birth_d1,birth,"{""base_field.npz"":""cells/translation_s2_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s2_birth_d1/base_reconstruction.npy"",""config.json"":""cells/translation_s2_birth_d1/config.json"",""curves.png"":""cells/translation_s2_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s2_birth_d1/error.png"",""field.npz"":""cells/translation_s2_birth_d1/field.npz"",""gradient_packet"":""cases/translation_s2/gradient_packet.npz"",""history.json"":""cells/translation_s2_birth_d1/history.json"",""immediate.png"":""cells/translation_s2_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s2_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s2_birth_d1/input_field.npz"",""progress.jsonl"":""cells/translation_s2_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/translation_s2_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/translation_s2_birth_d1/reconstruction.png"",""target.npy"":""cells/translation_s2_birth_d1/target.npy"",""target.png"":""cells/translation_s2_birth_d1/target.png""}",9.20707374765493e-05,translation_s2_birth_d1,0.0,recovery only,1,2,translation,21,20,8.968547317200756e-06,8.310219015934855e-05,20,0.008171130903065205,1.0,0.9706487059593201,3,0.00017834780737757683,0.6863504375990538,-1.2764507118845358e-05,0.00415702500322368,45.13727269375422,7.675130294589145e-05,2,20,6,false,-5.451573088066652e-06,ok,1.5319434530657855e-05,23,0.027805551999335876
birth_d2,birth,"{""base_field.npz"":""cells/translation_s2_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/translation_s2_birth_d2/base_reconstruction.npy"",""config.json"":""cells/translation_s2_birth_d2/config.json"",""curves.png"":""cells/translation_s2_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/translation_s2_birth_d2/error.png"",""field.npz"":""cells/translation_s2_birth_d2/field.npz"",""gradient_packet"":""cases/translation_s2/gradient_packet.npz"",""history.json"":""cells/translation_s2_birth_d2/history.json"",""immediate.png"":""cells/translation_s2_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/translation_s2_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/translation_s2_birth_d2/input_field.npz"",""progress.jsonl"":""cells/translation_s2_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/translation_s2_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/translation_s2_birth_d2/reconstruction.png"",""target.npy"":""cells/translation_s2_birth_d2/target.npy"",""target.png"":""cells/translation_s2_birth_d2/target.png""}",9.20707374765493e-05,translation_s2_birth_d2,0.0,recovery only,2,2,translation,21,20,-1.6086894213479327e-05,0.00010815763169002863,20,0.014714067801833153,1.0,0.952400803565979,3,0.00017834780737757683,0.6863504375990538,-3.7819943827344105e-05,0.00415702500322368,40.92858802147562,5.1695861415211344e-05,2,20,6,false,-5.451573088066652e-06,ok,4.037487606133796e-05,23,0.02779430900045554
noop,noop,"{""base_field.npz"":""cells/width_s0_noop/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_noop/base_reconstruction.npy"",""config.json"":""cells/width_s0_noop/config.json"",""curves.png"":""cells/width_s0_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_noop/error.png"",""field.npz"":""cells/width_s0_noop/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_noop/history.json"",""immediate.png"":""cells/width_s0_noop/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_noop/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_noop/input_field.npz"",""progress.jsonl"":""cells/width_s0_noop/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_noop/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_noop/reconstruction.png"",""target.npy"":""cells/width_s0_noop/target.npy"",""target.png"":""cells/width_s0_noop/target.png""}",0.00011436304747376688,width_s0_noop,0.0,recovery only,,2,width,21,20,0.0,0.00011436304747376688,20,0.0017616604454815388,0.0,0.9967471957206726,3,0.00014649159857071936,1.3990370256412001e-08,0.0,0.004015804999653483,49.911978748338754,0.00010926067534629249,0,20,6,false,-1.009983679978177e-05,ok,5.102372127474394e-06,23,0.02780826500020339
move_m5,move,"{""base_field.npz"":""cells/width_s0_move_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_move_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_move_m5/config.json"",""curves.png"":""cells/width_s0_move_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_move_m5/error.png"",""field.npz"":""cells/width_s0_move_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_move_m5/history.json"",""immediate.png"":""cells/width_s0_move_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_move_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_move_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_move_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_move_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_move_m5/reconstruction.png"",""target.npy"":""cells/width_s0_move_m5/target.npy"",""target.png"":""cells/width_s0_move_m5/target.png""}",0.00011436304747376688,width_s0_move_m5,0.0,recovery only,,2,width,21,20,0.0,0.00011436304747376688,20,0.0017616604454815388,0.5,0.9967471957206726,3,0.00014649159857071936,1.3990370256412001e-08,1.2617874456194972e-20,0.004015804999653483,49.911978748338754,0.00010926067534629249,0,20,6,false,-1.009983679978177e-05,ok,5.102372127474394e-06,23,0.02804081700014649
move_m10,move,"{""base_field.npz"":""cells/width_s0_move_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_move_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_move_m10/config.json"",""curves.png"":""cells/width_s0_move_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_move_m10/error.png"",""field.npz"":""cells/width_s0_move_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_move_m10/history.json"",""immediate.png"":""cells/width_s0_move_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_move_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_move_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_move_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_move_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_move_m10/reconstruction.png"",""target.npy"":""cells/width_s0_move_m10/target.npy"",""target.png"":""cells/width_s0_move_m10/target.png""}",0.00011436304747376688,width_s0_move_m10,0.0,recovery only,,2,width,21,20,0.0,0.00011436304747376688,20,0.0017616604454815388,1.0,0.9967471957206726,3,0.00014649159857071936,1.3990370256412001e-08,1.6935167564417906e-20,0.004015804999653483,49.911978748338754,0.00010926067534629249,0,20,6,false,-1.009983679978177e-05,ok,5.102372127474394e-06,23,0.028002502000163076
scale_m5,scale,"{""base_field.npz"":""cells/width_s0_scale_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_scale_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_scale_m5/config.json"",""curves.png"":""cells/width_s0_scale_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_scale_m5/error.png"",""field.npz"":""cells/width_s0_scale_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_scale_m5/history.json"",""immediate.png"":""cells/width_s0_scale_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_scale_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_scale_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_scale_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_scale_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_scale_m5/reconstruction.png"",""target.npy"":""cells/width_s0_scale_m5/target.npy"",""target.png"":""cells/width_s0_scale_m5/target.png""}",0.00011436304747376688,width_s0_scale_m5,0.0,recovery only,,2,width,21,20,2.8442636600658306e-05,8.592041087310857e-05,20,0.0017898422665894032,0.5,0.997330904006958,3,0.00014649159857071936,1.3990370256412001e-08,2.7774318368756212e-05,0.004015804999653483,49.92351935422137,0.00010927421599669924,0,20,6,false,-1.009983679978177e-05,ok,5.0888314770676365e-06,23,0.028142415998445358
scale_m10,scale,"{""base_field.npz"":""cells/width_s0_scale_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_scale_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_scale_m10/config.json"",""curves.png"":""cells/width_s0_scale_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_scale_m10/error.png"",""field.npz"":""cells/width_s0_scale_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_scale_m10/history.json"",""immediate.png"":""cells/width_s0_scale_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_scale_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_scale_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_scale_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_scale_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_scale_m10/reconstruction.png"",""target.npy"":""cells/width_s0_scale_m10/target.npy"",""target.png"":""cells/width_s0_scale_m10/target.png""}",0.00011436304747376688,width_s0_scale_m10,0.0,recovery only,,2,width,21,20,5.358702265436856e-05,6.0776024819398316e-05,20,0.0012386221205815673,1.0,0.9985674619674683,3,0.00014649159857071936,1.3990370256412001e-08,5.129060446051881e-05,0.004015804999653483,51.114068380010444,0.00011049436428439585,0,20,6,false,-1.009983679978177e-05,ok,3.8686831893710206e-06,23,0.0275996540003689
rotate_m5,rotate,"{""base_field.npz"":""cells/width_s0_rotate_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_rotate_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_rotate_m5/config.json"",""curves.png"":""cells/width_s0_rotate_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_rotate_m5/error.png"",""field.npz"":""cells/width_s0_rotate_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_rotate_m5/history.json"",""immediate.png"":""cells/width_s0_rotate_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_rotate_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_rotate_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_rotate_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_rotate_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_rotate_m5/reconstruction.png"",""target.npy"":""cells/width_s0_rotate_m5/target.npy"",""target.png"":""cells/width_s0_rotate_m5/target.png""}",0.00011436304747376688,width_s0_rotate_m5,0.0,recovery only,,2,width,21,20,0.0,0.00011436304747376688,20,0.0017458823276683688,0.5,0.9967529773712158,3,0.00014649159857071936,1.3990370256412001e-08,9.657752694469452e-22,0.004015804999653483,49.9223514783115,0.00010927284735788307,0,20,6,false,-1.009983679978177e-05,ok,5.090200115883798e-06,23,0.027818951002700487
rotate_m10,rotate,"{""base_field.npz"":""cells/width_s0_rotate_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_rotate_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_rotate_m10/config.json"",""curves.png"":""cells/width_s0_rotate_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_rotate_m10/error.png"",""field.npz"":""cells/width_s0_rotate_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_rotate_m10/history.json"",""immediate.png"":""cells/width_s0_rotate_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_rotate_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_rotate_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_rotate_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_rotate_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_rotate_m10/reconstruction.png"",""target.npy"":""cells/width_s0_rotate_m10/target.npy"",""target.png"":""cells/width_s0_rotate_m10/target.png""}",0.00011436304747376688,width_s0_rotate_m10,0.0,recovery only,,2,width,21,20,0.0,0.00011436304747376688,20,0.0016775057883933187,1.0,0.9967485666275024,3,0.00014649159857071936,1.3990370256412001e-08,1.2961721279540083e-21,0.004015804999653483,49.89722175047216,0.00010924330838279312,0,20,6,false,-1.009983679978177e-05,ok,5.119739090973749e-06,23,0.028750400997523684
color_m5,color,"{""base_field.npz"":""cells/width_s0_color_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_color_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_color_m5/config.json"",""curves.png"":""cells/width_s0_color_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_color_m5/error.png"",""field.npz"":""cells/width_s0_color_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_color_m5/history.json"",""immediate.png"":""cells/width_s0_color_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_color_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_color_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_color_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_color_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_color_m5/reconstruction.png"",""target.npy"":""cells/width_s0_color_m5/target.npy"",""target.png"":""cells/width_s0_color_m5/target.png""}",0.00011436304747376688,width_s0_color_m5,0.0,recovery only,,2,width,21,20,1.866571673084656e-05,9.569733074292032e-05,20,0.0026408033445477486,0.5,0.9960893988609314,3,0.00014649159857071936,1.3990370256412001e-08,1.8665714378585108e-05,0.004015804999653483,49.38599269222518,0.000108603733765025,0,20,6,false,-1.009983679978177e-05,ok,5.7593137087418884e-06,23,0.028623712998523843
color_m10,color,"{""base_field.npz"":""cells/width_s0_color_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_color_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_color_m10/config.json"",""curves.png"":""cells/width_s0_color_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_color_m10/error.png"",""field.npz"":""cells/width_s0_color_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_color_m10/history.json"",""immediate.png"":""cells/width_s0_color_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_color_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_color_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_color_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_color_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_color_m10/reconstruction.png"",""target.npy"":""cells/width_s0_color_m10/target.npy"",""target.png"":""cells/width_s0_color_m10/target.png""}",0.00011436304747376688,width_s0_color_m10,0.0,recovery only,,2,width,21,20,2.5051355930939305e-05,8.931169154282757e-05,20,0.0019196076318621635,1.0,0.9954932928085327,3,0.00014649159857071936,1.3990370256412001e-08,2.505135489627719e-05,0.004015804999653483,48.9442409878361,0.00010798708275037836,0,20,6,false,-1.009983679978177e-05,ok,6.375964723388516e-06,23,0.028892329999507638
split_d1_m5,split,"{""base_field.npz"":""cells/width_s0_split_d1_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_split_d1_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_split_d1_m5/config.json"",""curves.png"":""cells/width_s0_split_d1_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_split_d1_m5/error.png"",""field.npz"":""cells/width_s0_split_d1_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_split_d1_m5/history.json"",""immediate.png"":""cells/width_s0_split_d1_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_split_d1_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_split_d1_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_split_d1_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_split_d1_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_split_d1_m5/reconstruction.png"",""target.npy"":""cells/width_s0_split_d1_m5/target.npy"",""target.png"":""cells/width_s0_split_d1_m5/target.png""}",0.00011436304747376688,width_s0_split_d1_m5,0.0,recovery only,1,2,width,21,20,1.0889358851125339e-05,0.00010347368862264154,20,0.0024033458903431892,0.5,0.9972145557403564,3,0.00014649159857071936,1.3990370256412001e-08,1.2829919796786271e-05,0.004015804999653483,48.82283924481986,0.00010780633589774795,0,20,6,false,-1.009983679978177e-05,ok,6.556711576018927e-06,23,0.02976305400079582
split_d1_m10,split,"{""base_field.npz"":""cells/width_s0_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_split_d1_m10/config.json"",""curves.png"":""cells/width_s0_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_split_d1_m10/error.png"",""field.npz"":""cells/width_s0_split_d1_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_split_d1_m10/history.json"",""immediate.png"":""cells/width_s0_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_split_d1_m10/reconstruction.png"",""target.npy"":""cells/width_s0_split_d1_m10/target.npy"",""target.png"":""cells/width_s0_split_d1_m10/target.png""}",0.00011436304747376688,width_s0_split_d1_m10,0.0,recovery only,1,2,width,21,20,1.6944060350335832e-05,9.741898712343105e-05,20,0.0008694340940564871,1.0,0.998968243598938,3,0.00014649159857071936,1.3990370256412001e-08,5.161329681868665e-05,0.004015804999653483,53.431148492939045,0.00011209393953607821,0,20,6,false,-1.009983679978177e-05,ok,2.2691079376886724e-06,23,0.03001215399854118
split_d2_m5,split,"{""base_field.npz"":""cells/width_s0_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/width_s0_split_d2_m5/config.json"",""curves.png"":""cells/width_s0_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_split_d2_m5/error.png"",""field.npz"":""cells/width_s0_split_d2_m5/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_split_d2_m5/history.json"",""immediate.png"":""cells/width_s0_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/width_s0_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_split_d2_m5/reconstruction.png"",""target.npy"":""cells/width_s0_split_d2_m5/target.npy"",""target.png"":""cells/width_s0_split_d2_m5/target.png""}",0.00011436304747376688,width_s0_split_d2_m5,0.0,recovery only,2,2,width,21,20,-2.8161894499382012e-05,0.0001425249419731489,20,0.013608716428279877,0.5,0.9521768689155579,3,0.00014649159857071936,1.3990370256412001e-08,-2.622132706164848e-05,0.004015804999653483,40.399293103213054,6.875508254724061e-05,0,20,6,false,-1.009983679978177e-05,ok,4.560796492652627e-05,23,0.029750270001386525
split_d2_m10,split,"{""base_field.npz"":""cells/width_s0_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/width_s0_split_d2_m10/config.json"",""curves.png"":""cells/width_s0_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_split_d2_m10/error.png"",""field.npz"":""cells/width_s0_split_d2_m10/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_split_d2_m10/history.json"",""immediate.png"":""cells/width_s0_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/width_s0_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_split_d2_m10/reconstruction.png"",""target.npy"":""cells/width_s0_split_d2_m10/target.npy"",""target.png"":""cells/width_s0_split_d2_m10/target.png""}",0.00011436304747376688,width_s0_split_d2_m10,0.0,recovery only,2,2,width,21,20,-2.210719300017152e-05,0.0001364702404739384,20,0.011570997536182404,1.0,0.953711211681366,3,0.00014649159857071936,1.3990370256412001e-08,1.2562049960251898e-05,0.004015804999653483,40.82805894180015,7.304268618557087e-05,0,20,6,false,-1.009983679978177e-05,ok,4.132036128819601e-05,23,0.02860343900101725
birth_d1,birth,"{""base_field.npz"":""cells/width_s0_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_birth_d1/base_reconstruction.npy"",""config.json"":""cells/width_s0_birth_d1/config.json"",""curves.png"":""cells/width_s0_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_birth_d1/error.png"",""field.npz"":""cells/width_s0_birth_d1/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_birth_d1/history.json"",""immediate.png"":""cells/width_s0_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_birth_d1/input_field.npz"",""progress.jsonl"":""cells/width_s0_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_birth_d1/reconstruction.png"",""target.npy"":""cells/width_s0_birth_d1/target.npy"",""target.png"":""cells/width_s0_birth_d1/target.png""}",0.00011436304747376688,width_s0_birth_d1,0.0,recovery only,1,2,width,21,20,2.4725226001155322e-05,8.963782147261156e-05,20,0.0007436572923325002,1.0,0.9984951615333557,3,0.00014649159857071936,1.3990370256412001e-08,1.2770171906595351e-06,0.004015804999653483,51.64936426589806,0.00011094298863488924,0,20,6,false,-1.009983679978177e-05,ok,3.420058838877637e-06,23,0.027867829998285742
birth_d2,birth,"{""base_field.npz"":""cells/width_s0_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/width_s0_birth_d2/base_reconstruction.npy"",""config.json"":""cells/width_s0_birth_d2/config.json"",""curves.png"":""cells/width_s0_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s0_birth_d2/error.png"",""field.npz"":""cells/width_s0_birth_d2/field.npz"",""gradient_packet"":""cases/width_s0/gradient_packet.npz"",""history.json"":""cells/width_s0_birth_d2/history.json"",""immediate.png"":""cells/width_s0_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s0_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s0_birth_d2/input_field.npz"",""progress.jsonl"":""cells/width_s0_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/width_s0_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/width_s0_birth_d2/reconstruction.png"",""target.npy"":""cells/width_s0_birth_d2/target.npy"",""target.png"":""cells/width_s0_birth_d2/target.png""}",0.00011436304747376688,width_s0_birth_d2,0.0,recovery only,2,2,width,21,20,-1.4326027349352016e-05,0.0001286890748231189,20,0.011865627020597458,1.0,0.953026294708252,3,0.00014649159857071936,1.3990370256412001e-08,-3.777422898565419e-05,0.004015804999653483,40.708743252194715,7.189173528438189e-05,0,20,6,false,-1.009983679978177e-05,ok,4.247131218938498e-05,23,0.028111630999774206
noop,noop,"{""base_field.npz"":""cells/width_s1_noop/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_noop/base_reconstruction.npy"",""config.json"":""cells/width_s1_noop/config.json"",""curves.png"":""cells/width_s1_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_noop/error.png"",""field.npz"":""cells/width_s1_noop/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_noop/history.json"",""immediate.png"":""cells/width_s1_noop/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_noop/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_noop/input_field.npz"",""progress.jsonl"":""cells/width_s1_noop/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_noop/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_noop/reconstruction.png"",""target.npy"":""cells/width_s1_noop/target.npy"",""target.png"":""cells/width_s1_noop/target.png""}",0.0001143558225184915,width_s1_noop,0.0,recovery only,,2,width,21,20,0.0,0.0001143558225184915,20,0.0019193280022591352,0.0,0.996731698513031,3,0.00014591531362384558,1.646833541546304e-08,0.0,0.004020783999294508,49.91465404376558,0.00010925659253301445,1,20,6,false,-1.0121268132934347e-05,ok,5.099229985477053e-06,23,0.02924728200014215
move_m5,move,"{""base_field.npz"":""cells/width_s1_move_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_move_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_move_m5/config.json"",""curves.png"":""cells/width_s1_move_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_move_m5/error.png"",""field.npz"":""cells/width_s1_move_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_move_m5/history.json"",""immediate.png"":""cells/width_s1_move_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_move_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_move_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_move_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_move_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_move_m5/reconstruction.png"",""target.npy"":""cells/width_s1_move_m5/target.npy"",""target.png"":""cells/width_s1_move_m5/target.png""}",0.0001143558225184915,width_s1_move_m5,0.0,recovery only,,2,width,21,20,0.0,0.0001143558225184915,20,0.0019193280022591352,0.5,0.996731698513031,3,0.00014591531362384558,1.646833541546304e-08,3.353274850368614e-20,0.004020783999294508,49.91465404376558,0.00010925659253301445,1,20,6,false,-1.0121268132934347e-05,ok,5.099229985477053e-06,23,0.02794671800074866
